0;293;4;563;537
0;324;56;563;537
0;183;71;563;537
0;349;91;563;537
0;181;100;563;537
0;208;115;563;537
0;245;145;563;537
0;532;158;563;537
0;496;199;563;537
0;171;203;563;537
0;123;228;563;537
0;515;230;563;537
0;269;237;563;537
0;246;243;563;537
0;431;265;563;537
0;485;272;563;537
0;391;300;563;537
0;119;312;563;537
0;461;328;563;537
0;49;342;563;537
0;95;342;563;537
0;84;365;563;537
0;379;400;563;537
0;295;406;563;537
0;323;409;563;537
0;443;413;563;537
0;106;476;563;537
0;30;491;563;537
0;340;494;563;537
0;77;496;563;537
0;98;520;563;537
0;328;532;563;537
