0;319;11;563;537
0;294;55;563;537
0;149;88;563;537
0;212;122;563;537
0;499;148;563;537
0;371;181;563;537
0;88;185;563;537
0;340;206;563;537
0;43;211;563;537
0;303;221;563;537
0;88;232;563;537
0;366;233;563;537
0;37;251;563;537
0;403;251;563;537
0;131;252;563;537
0;424;259;563;537
0;94;263;563;537
0;73;270;563;537
0;351;286;563;537
0;242;304;563;537
0;56;328;563;537
0;321;336;563;537
0;14;358;563;537
0;65;363;563;537
0;409;375;563;537
0;288;383;563;537
0;524;396;563;537
0;156;401;563;537
0;195;405;563;537
0;494;412;563;537
0;508;435;563;537
0;78;436;563;537
0;509;453;563;537
0;212;479;563;537
0;258;486;563;537
0;411;530;563;537
0;219;531;563;537
