0;229;80;563;537
0;169;104;563;537
0;60;111;563;537
0;383;113;563;537
0;346;126;563;537
0;196;135;563;537
0;326;154;563;537
0;11;162;563;537
0;482;185;563;537
0;81;190;563;537
0;418;215;563;537
0;297;267;563;537
0;348;272;563;537
0;172;293;563;537
0;386;299;563;537
0;65;327;563;537
0;257;334;563;537
0;163;346;563;537
0;122;349;563;537
0;401;357;563;537
0;19;365;563;537
0;448;366;563;537
0;383;389;563;537
0;297;403;563;537
0;157;423;563;537
0;232;424;563;537
0;172;463;563;537
0;137;495;563;537
0;77;529;563;537
