0;138;6;563;537
0;184;8;563;537
0;153;11;563;537
0;265;22;563;537
0;202;23;563;537
0;349;42;563;537
0;221;89;563;537
0;413;95;563;537
0;275;101;563;537
0;212;120;563;537
0;188;127;563;537
0;456;132;563;537
0;405;174;563;537
0;173;177;563;537
0;294;186;563;537
0;354;204;563;537
0;229;214;563;537
0;175;242;563;537
0;158;263;563;537
0;304;321;563;537
0;121;328;563;537
0;179;329;563;537
0;100;343;563;537
0;372;347;563;537
0;226;358;563;537
0;177;380;563;537
0;422;382;563;537
0;192;404;563;537
0;8;436;563;537
0;225;441;563;537
0;418;465;563;537
