0;140;3;563;537
0;205;6;563;537
0;79;15;563;537
0;345;27;563;537
0;46;43;563;537
0;153;59;563;537
0;210;70;563;537
0;211;80;563;537
0;194;83;563;537
0;177;89;563;537
0;291;102;563;537
0;163;126;563;537
0;444;132;563;537
0;206;134;563;537
0;146;151;563;537
0;246;152;563;537
0;135;173;563;537
0;201;175;563;537
0;321;188;563;537
0;276;190;563;537
0;211;208;563;537
0;75;209;563;537
0;81;211;563;537
0;136;217;563;537
0;69;219;563;537
0;119;221;563;537
0;33;221;563;537
0;346;226;563;537
0;332;229;563;537
0;113;235;563;537
0;327;246;563;537
0;82;253;563;537
0;40;272;563;537
0;327;284;563;537
0;101;293;563;537
0;403;300;563;537
0;510;305;563;537
0;146;321;563;537
0;78;325;563;537
0;334;326;563;537
0;57;359;563;537
0;494;359;563;537
0;338;374;563;537
0;175;400;563;537
0;222;416;563;537
0;66;420;563;537
0;11;441;563;537
0;246;482;563;537
0;224;485;563;537
0;177;491;563;537
0;416;517;563;537
0;160;533;563;537
