0;211;449;563;537
0;66;17;563;537
0;101;31;563;537
0;361;352;563;537
0;97;257;563;537
0;68;289;563;537
0;135;380;563;537
0;297;318;563;537
0;270;456;563;537
0;369;63;563;537
0;65;80;563;537
0;466;463;563;537
0;34;390;563;537
0;38;526;563;537
0;206;341;563;537
0;174;229;563;537
0;220;253;563;537
0;248;205;563;537
0;260;235;563;537
0;293;213;563;537
0;306;187;563;537
0;321;235;563;537
0;276;253;563;537
0;316;259;563;537
0;297;274;563;537
0;214;293;563;537
0;280;311;563;537
0;257;322;563;537
0;266;335;563;537
0;262;351;563;537
0;259;363;563;537
0;289;355;563;537
0;167;441;563;537
0;202;399;563;537
0;136;431;563;537
