0;455;110;563;537
0;245;132;563;537
0;275;143;563;537
0;243;157;563;537
0;270;161;563;537
0;151;165;563;537
0;179;165;563;537
0;313;176;563;537
0;219;182;563;537
0;183;207;563;537
0;137;213;563;537
0;62;253;563;537
0;398;295;563;537
0;133;311;563;537
0;291;313;563;537
0;190;325;563;537
0;359;335;563;537
0;407;352;563;537
0;393;376;563;537
0;364;391;563;537
0;330;392;563;537
0;126;407;563;537
0;297;421;563;537
0;224;449;563;537
0;263;449;563;537
0;181;453;563;537
0;67;477;563;537
0;215;492;563;537
