0;125;4;563;537
0;178;3;563;537
0;246;13;563;537
0;338;25;563;537
0;207;34;563;537
0;149;50;563;537
0;417;71;563;537
0;140;85;563;537
0;231;107;563;537
0;198;113;563;537
0;245;147;563;537
0;193;154;563;537
0;222;159;563;537
0;287;174;563;537
0;199;179;563;537
0;476;184;563;537
0;148;219;563;537
0;187;222;563;537
0;81;243;563;537
0;462;253;563;537
0;130;258;563;537
0;334;262;563;537
0;393;278;563;537
0;200;319;563;537
0;462;327;563;537
0;190;396;563;537
0;68;426;563;537
0;208;435;563;537
0;116;528;563;537
0;263;532;563;537
