0;223;8;563;537
0;247;8;563;537
0;330;23;563;537
0;10;68;563;537
0;71;102;563;537
0;407;168;563;537
0;168;171;563;537
0;134;192;563;537
0;327;222;563;537
0;179;230;563;537
0;279;268;563;537
0;335;269;563;537
0;126;287;563;537
0;150;288;563;537
0;427;307;563;537
0;205;313;563;537
0;115;325;563;537
0;335;330;563;537
0;302;374;563;537
0;461;392;563;537
0;125;409;563;537
0;193;434;563;537
0;319;442;563;537
0;496;447;563;537
0;382;458;563;537
0;407;467;563;537
0;218;472;563;537
0;110;482;563;537
0;66;521;563;537
0;483;526;563;537
