0;346;95;563;537
0;299;86;563;537
0;428;75;563;537
0;402;140;563;537
0;342;168;563;537
0;311;250;563;537
0;163;73;563;537
0;104;121;563;537
0;317;294;563;537
0;214;440;563;537
0;92;383;563;537
0;64;404;563;537
0;393;243;563;537
0;540;332;563;537
0;374;298;563;537
0;284;262;563;537
0;276;195;563;537
0;231;124;563;537
0;225;72;563;537
0;275;4;563;537
0;259;29;563;537
0;349;426;563;537
0;436;229;563;537
0;476;188;563;537
0;447;185;563;537
0;447;167;563;537
0;93;495;563;537
0;153;290;563;537
0;198;341;563;537
0;259;308;563;537
0;238;257;563;537
0;240;242;563;537
0;201;233;563;537
0;127;239;563;537
0;6;235;563;537
0;35;171;563;537
