0;462;10;563;537
0;489;26;563;537
0;127;43;563;537
0;441;65;563;537
0;28;93;563;537
0;203;101;563;537
0;373;104;563;537
0;354;142;563;537
0;195;182;563;537
0;28;189;563;537
0;251;195;563;537
0;377;205;563;537
0;193;206;563;537
0;145;209;563;537
0;182;225;563;537
0;270;239;563;537
0;350;244;563;537
0;387;260;563;537
0;138;273;563;537
0;289;276;563;537
0;379;276;563;537
0;308;290;563;537
0;237;316;563;537
0;380;317;563;537
0;99;330;563;537
0;177;347;563;537
0;61;356;563;537
0;93;365;563;537
0;259;376;563;537
0;224;381;563;537
0;97;386;563;537
0;341;388;563;537
0;143;390;563;537
0;252;398;563;537
0;170;419;563;537
0;120;421;563;537
0;193;439;563;537
0;309;454;563;537
0;224;464;563;537
0;64;518;563;537
